id_ptn,ptn_nama,jalur,id_prodi,kode_prodi,prodi,jenjang,portofolio,kelompok_bidang,is_fakultas,is_new,daya_tampung_kini,tahun,daya_tampung,peminat,terima,peminat_lag1,peminat_lag2,daya_tampung_lag1,terima_lag1,jumlah_prodi_ptn,total_peminat_ptn,proporsi_peminat_lokal,jumlah_provinsi_asal
141,UNIVERSITAS ANDALAS,SNBP,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2023,24,169,24,152,120,16,16,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2024,35,158,35,169,152,24,24,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2025,40,230,40,158,169,35,35,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,11,2021,12,255,12,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,11,2022,10,359,10,255,,12,12,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,11,2023,10,368,10,359,255,10,10,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,11,2024,10,348,10,368,359,10,10,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,11,2025,11,438,11,348,368,10,10,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,45,2021,42,295,42,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,45,2022,30,332,30,295,,42,42,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,45,2023,45,427,45,332,295,30,30,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,45,2024,45,364,45,427,332,45,45,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,45,2025,45,311,45,364,427,45,45,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,140,2021,180,1336,180,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,140,2022,120,1339,120,1336,,180,180,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,140,2023,165,1206,165,1339,1336,120,120,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,140,2024,157,1096,157,1206,1339,165,165,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,140,2025,120,885,120,1096,1206,157,157,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,60,2021,24,120,24,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,60,2022,24,118,24,120,,24,24,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,60,2023,36,117,42,118,120,24,24,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,60,2024,48,95,48,117,118,36,42,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,60,2025,60,95,60,95,117,48,48,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,45,2021,36,370,36,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,45,2022,24,335,24,370,,36,36,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,45,2023,48,256,48,335,370,24,24,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,45,2024,45,198,45,256,335,48,48,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,45,2025,45,171,45,198,256,45,45,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,40,2021,30,262,30,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,40,2022,20,233,20,262,,30,30,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,40,2023,40,189,40,233,262,20,20,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,40,2024,40,196,40,189,233,40,40,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,40,2025,40,171,40,196,189,40,40,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,50,2021,51,1193,51,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,50,2022,40,996,40,1193,,51,51,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,50,2023,50,1128,50,996,1193,40,40,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,50,2024,50,962,50,1128,996,50,50,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,50,2025,50,702,50,962,1128,50,50,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141038,11411038,AKUNTANSI,S1,Tidak Ada,ekonomi,0,0,50,2021,54,772,54,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141038,11411038,AKUNTANSI,S1,Tidak Ada,ekonomi,0,0,50,2022,40,664,40,772,,54,54,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141038,11411038,AKUNTANSI,S1,Tidak Ada,ekonomi,0,0,50,2023,50,952,50,664,772,40,40,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141038,11411038,AKUNTANSI,S1,Tidak Ada,ekonomi,0,0,50,2024,50,718,50,952,664,50,50,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141038,11411038,AKUNTANSI,S1,Tidak Ada,ekonomi,0,0,50,2025,50,802,50,718,952,50,50,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141039,11411039,ILMU POLITIK,S1,Tidak Ada,sosial_humaniora,0,0,45,2021,30,291,30,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141039,11411039,ILMU POLITIK,S1,Tidak Ada,sosial_humaniora,0,0,45,2022,20,302,20,291,,30,30,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141039,11411039,ILMU POLITIK,S1,Tidak Ada,sosial_humaniora,0,0,45,2023,40,267,40,302,291,20,20,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141039,11411039,ILMU POLITIK,S1,Tidak Ada,sosial_humaniora,0,0,45,2024,20,179,20,267,302,40,40,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141039,11411039,ILMU POLITIK,S1,Tidak Ada,sosial_humaniora,0,0,45,2025,30,197,30,179,267,20,20,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141040,11411040,ADMINISTRASI PUBLIK,S1,Tidak Ada,sosial_humaniora,0,0,30,2021,30,550,30,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141040,11411040,ADMINISTRASI PUBLIK,S1,Tidak Ada,sosial_humaniora,0,0,30,2022,24,584,24,550,,30,30,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141040,11411040,ADMINISTRASI PUBLIK,S1,Tidak Ada,sosial_humaniora,0,0,30,2023,20,511,20,584,550,24,24,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141040,11411040,ADMINISTRASI PUBLIK,S1,Tidak Ada,sosial_humaniora,0,0,30,2024,20,441,20,511,584,20,20,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141040,11411040,ADMINISTRASI PUBLIK,S1,Tidak Ada,sosial_humaniora,0,0,30,2025,30,452,30,441,511,20,20,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141041,11411041,SASTRA INDONESIA,S1,Tidak Ada,sosial_humaniora,0,0,48,2021,36,183,36,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141041,11411041,SASTRA INDONESIA,S1,Tidak Ada,sosial_humaniora,0,0,48,2022,24,143,24,183,,36,36,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141041,11411041,SASTRA INDONESIA,S1,Tidak Ada,sosial_humaniora,0,0,48,2023,36,144,42,143,183,24,24,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141041,11411041,SASTRA INDONESIA,S1,Tidak Ada,sosial_humaniora,0,0,48,2024,48,104,48,144,143,36,42,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141041,11411041,SASTRA INDONESIA,S1,Tidak Ada,sosial_humaniora,0,0,48,2025,48,120,48,104,144,48,48,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141042,11411042,SASTRA INGGRIS,S1,Tidak Ada,sosial_humaniora,0,0,60,2021,36,358,36,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141042,11411042,SASTRA INGGRIS,S1,Tidak Ada,sosial_humaniora,0,0,60,2022,30,285,30,358,,36,36,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141042,11411042,SASTRA INGGRIS,S1,Tidak Ada,sosial_humaniora,0,0,60,2023,45,253,52,285,358,30,30,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141042,11411042,SASTRA INGGRIS,S1,Tidak Ada,sosial_humaniora,0,0,60,2024,60,225,60,253,285,45,52,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141042,11411042,SASTRA INGGRIS,S1,Tidak Ada,sosial_humaniora,0,0,60,2025,60,281,60,225,253,60,60,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141043,11411043,SASTRA MINANGKABAU,S1,Tidak Ada,sosial_humaniora,0,0,35,2021,29,53,29,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141043,11411043,SASTRA MINANGKABAU,S1,Tidak Ada,sosial_humaniora,0,0,35,2022,19,48,19,53,,29,29,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141043,11411043,SASTRA MINANGKABAU,S1,Tidak Ada,sosial_humaniora,0,0,35,2023,29,48,33,48,53,19,19,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141043,11411043,SASTRA MINANGKABAU,S1,Tidak Ada,sosial_humaniora,0,0,35,2024,38,33,24,48,48,29,33,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141043,11411043,SASTRA MINANGKABAU,S1,Tidak Ada,sosial_humaniora,0,0,35,2025,35,39,28,33,48,38,24,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141044,11411044,SASTRA JEPANG,S1,Tidak Ada,sosial_humaniora,0,0,55,2021,24,174,24,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141044,11411044,SASTRA JEPANG,S1,Tidak Ada,sosial_humaniora,0,0,55,2022,22,102,22,174,,24,24,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141044,11411044,SASTRA JEPANG,S1,Tidak Ada,sosial_humaniora,0,0,55,2023,33,127,38,102,174,22,22,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141044,11411044,SASTRA JEPANG,S1,Tidak Ada,sosial_humaniora,0,0,55,2024,44,129,44,127,102,33,38,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141044,11411044,SASTRA JEPANG,S1,Tidak Ada,sosial_humaniora,0,0,55,2025,55,183,55,129,127,44,44,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141045,11411045,HUBUNGAN INTERNASIONAL,S1,Tidak Ada,sosial_humaniora,0,0,30,2021,36,517,36,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141045,11411045,HUBUNGAN INTERNASIONAL,S1,Tidak Ada,sosial_humaniora,0,0,30,2022,24,451,24,517,,36,36,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141045,11411045,HUBUNGAN INTERNASIONAL,S1,Tidak Ada,sosial_humaniora,0,0,30,2023,16,342,16,451,517,24,24,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141045,11411045,HUBUNGAN INTERNASIONAL,S1,Tidak Ada,sosial_humaniora,0,0,30,2024,25,350,25,342,451,16,16,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141045,11411045,HUBUNGAN INTERNASIONAL,S1,Tidak Ada,sosial_humaniora,0,0,30,2025,30,300,30,350,342,25,25,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141046,11411046,ILMU KOMUNIKASI,S1,Tidak Ada,sosial_humaniora,0,0,35,2021,30,831,30,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141046,11411046,ILMU KOMUNIKASI,S1,Tidak Ada,sosial_humaniora,0,0,35,2022,30,882,30,831,,30,30,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141046,11411046,ILMU KOMUNIKASI,S1,Tidak Ada,sosial_humaniora,0,0,35,2023,30,715,30,882,831,30,30,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141046,11411046,ILMU KOMUNIKASI,S1,Tidak Ada,sosial_humaniora,0,0,35,2024,30,559,30,715,882,30,30,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141046,11411046,ILMU KOMUNIKASI,S1,Tidak Ada,sosial_humaniora,0,0,35,2025,30,437,30,559,715,30,30,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141047,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,40,2021,24,176,24,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141047,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,40,2022,16,171,20,176,,24,24,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141047,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,40,2023,24,187,28,171,176,16,20,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141047,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,40,2024,30,135,30,187,171,24,28,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141047,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,40,2025,40,169,40,135,187,30,30,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141048,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,24,2021,24,86,24,,,,,48,21527,,
141,UNIVERSITAS ANDALAS,SNBP,141048,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,24,2022,16,97,21,86,,24,24,48,21246,,
141,UNIVERSITAS ANDALAS,SNBP,141048,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,24,2023,24,108,28,97,86,16,21,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141048,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,24,2024,30,82,30,108,97,24,28,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141048,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),S1,Tidak Ada,ekonomi,0,0,24,2025,24,84,24,82,108,30,30,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141049,11413049,AKUNTANSI,D3,Tidak Ada,ekonomi,0,0,27,2023,25,48,25,,,,,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141049,11413049,AKUNTANSI,D3,Tidak Ada,ekonomi,0,0,27,2024,25,82,25,48,,25,25,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141049,11413049,AKUNTANSI,D3,Tidak Ada,ekonomi,0,0,27,2025,27,124,27,82,48,25,25,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141050,11413050,ADMINISTRASI PERKANTORAN,D3,Tidak Ada,sosial_humaniora,0,0,15,2023,15,110,15,,,,,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141050,11413050,ADMINISTRASI PERKANTORAN,D3,Tidak Ada,sosial_humaniora,0,0,15,2024,15,121,15,110,,15,15,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141050,11413050,ADMINISTRASI PERKANTORAN,D3,Tidak Ada,sosial_humaniora,0,0,15,2025,15,159,15,121,110,15,15,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141051,11413051,PERBANKAN DAN KEUANGAN,D3,Tidak Ada,ekonomi,0,0,30,2023,30,81,30,,,,,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141051,11413051,PERBANKAN DAN KEUANGAN,D3,Tidak Ada,ekonomi,0,0,30,2024,35,110,35,81,,30,30,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141051,11413051,PERBANKAN DAN KEUANGAN,D3,Tidak Ada,ekonomi,0,0,30,2025,30,130,30,110,81,35,35,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141052,11413052,MANAJEMEN PEMASARAN,D3,Tidak Ada,ekonomi,0,0,20,2023,15,43,15,,,,,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141052,11413052,MANAJEMEN PEMASARAN,D3,Tidak Ada,ekonomi,0,0,20,2024,15,53,15,43,,15,15,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141052,11413052,MANAJEMEN PEMASARAN,D3,Tidak Ada,ekonomi,0,0,20,2025,20,76,20,53,43,15,15,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141053,11411053,INFORMATIKA,S1,Tidak Ada,teknik,0,0,23,2023,10,310,10,,,,,53,21653,,
141,UNIVERSITAS ANDALAS,SNBP,141053,11411053,INFORMATIKA,S1,Tidak Ada,teknik,0,0,23,2024,10,378,10,310,,10,10,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141053,11411053,INFORMATIKA,S1,Tidak Ada,teknik,0,0,23,2025,20,523,20,378,310,10,10,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141054,11411054,ARSITEKTUR,S1,Tidak Ada,teknik,0,0,8,2024,8,124,8,,,,,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141054,11411054,ARSITEKTUR,S1,Tidak Ada,teknik,0,0,8,2025,8,123,8,124,,8,8,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141055,11411055,EKONOMI ISLAM,S1,Tidak Ada,ekonomi,0,0,18,2024,14,55,14,,,,,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141055,11411055,EKONOMI ISLAM,S1,Tidak Ada,ekonomi,0,0,18,2025,18,66,18,55,,14,14,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141056,11411056,KEWIRAUSAHAAN,S1,Tidak Ada,ekonomi,0,0,13,2024,8,68,8,,,,,56,18791,,
141,UNIVERSITAS ANDALAS,SNBP,141056,11411056,KEWIRAUSAHAAN,S1,Tidak Ada,ekonomi,0,0,13,2025,13,103,13,68,,8,8,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141057,11411057,STATISTIKA DAN SAINS DATA,S1,Tidak Ada,sains,0,0,15,2025,15,184,15,,,,,57,20594,,
141,UNIVERSITAS ANDALAS,SNBP,141058,11411058,ARKEOLOGI,S1,Tidak Ada,sosial_humaniora,0,1,20,,,,,,,,,,,,
141,UNIVERSITAS ANDALAS,SNBP,141059,11411059,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,S1,Tidak Ada,pertanian,0,1,15,,,,,,,,,,,,
141,UNIVERSITAS ANDALAS,SNBT,141001,11411001,AGRIBISNIS,S1,Tidak Ada,pertanian,0,0,83,2021,48,770,,,,,,48,32548,0.7844,11
141,UNIVERSITAS ANDALAS,SNBT,141001,11411001,AGRIBISNIS,S1,Tidak Ada,pertanian,0,0,83,2022,82,800,,770,,48,,48,34782,0.7712,16
141,UNIVERSITAS ANDALAS,SNBT,141001,11411001,AGRIBISNIS,S1,Tidak Ada,pertanian,0,0,83,2023,84,614,,800,770,82,,53,31579,0.741,14
141,UNIVERSITAS ANDALAS,SNBT,141001,11411001,AGRIBISNIS,S1,Tidak Ada,pertanian,0,0,83,2024,83,584,,614,800,84,,56,38523,0.7295,9
141,UNIVERSITAS ANDALAS,SNBT,141001,11411001,AGRIBISNIS,S1,Tidak Ada,pertanian,0,0,83,2025,79,668,,584,614,83,,57,39985,0.7485,12
141,UNIVERSITAS ANDALAS,SNBT,141002,11411002,AGROTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,104,2021,61,492,,,,,,48,32548,0.7439,11
141,UNIVERSITAS ANDALAS,SNBT,141002,11411002,AGROTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,104,2022,82,540,,492,,61,,48,34782,0.6981,11
141,UNIVERSITAS ANDALAS,SNBT,141002,11411002,AGROTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,104,2023,84,449,,540,492,82,,53,31579,0.6682,10
141,UNIVERSITAS ANDALAS,SNBT,141002,11411002,AGROTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,104,2024,91,390,,449,540,84,,56,38523,0.6462,11
141,UNIVERSITAS ANDALAS,SNBT,141002,11411002,AGROTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,104,2025,100,625,,390,449,91,,57,39985,0.6448,15
141,UNIVERSITAS ANDALAS,SNBT,141003,11411003,KEDOKTERAN,S1,Tidak Ada,kesehatan,0,0,88,2021,100,2246,,,,,,48,32548,0.4755,29
141,UNIVERSITAS ANDALAS,SNBT,141003,11411003,KEDOKTERAN,S1,Tidak Ada,kesehatan,0,0,88,2022,100,2756,,2246,,100,,48,34782,0.4579,28
141,UNIVERSITAS ANDALAS,SNBT,141003,11411003,KEDOKTERAN,S1,Tidak Ada,kesehatan,0,0,88,2023,89,2699,,2756,2246,100,,53,31579,0.4742,30
141,UNIVERSITAS ANDALAS,SNBT,141003,11411003,KEDOKTERAN,S1,Tidak Ada,kesehatan,0,0,88,2024,88,2164,,2699,2756,89,,56,38523,0.4866,28
141,UNIVERSITAS ANDALAS,SNBT,141003,11411003,KEDOKTERAN,S1,Tidak Ada,kesehatan,0,0,88,2025,88,2074,,2164,2699,88,,57,39985,0.5024,31
141,UNIVERSITAS ANDALAS,SNBT,141004,11411004,KEPERAWATAN,S1,Tidak Ada,kesehatan,0,0,66,2021,72,1115,,,,,,48,32548,0.7587,17
141,UNIVERSITAS ANDALAS,SNBT,141004,11411004,KEPERAWATAN,S1,Tidak Ada,kesehatan,0,0,66,2022,74,1409,,1115,,72,,48,34782,0.7438,16
141,UNIVERSITAS ANDALAS,SNBT,141004,11411004,KEPERAWATAN,S1,Tidak Ada,kesehatan,0,0,66,2023,64,1104,,1409,1115,74,,53,31579,0.75,17
141,UNIVERSITAS ANDALAS,SNBT,141004,11411004,KEPERAWATAN,S1,Tidak Ada,kesehatan,0,0,66,2024,63,1248,,1104,1409,64,,56,38523,0.7668,20
141,UNIVERSITAS ANDALAS,SNBT,141004,11411004,KEPERAWATAN,S1,Tidak Ada,kesehatan,0,0,66,2025,63,1183,,1248,1104,63,,57,39985,0.7836,16
141,UNIVERSITAS ANDALAS,SNBT,141005,11411005,KESEHATAN MASYARAKAT,S1,Tidak Ada,kesehatan,0,0,75,2021,81,1351,,,,,,48,32548,0.7402,13
141,UNIVERSITAS ANDALAS,SNBT,141005,11411005,KESEHATAN MASYARAKAT,S1,Tidak Ada,kesehatan,0,0,75,2022,80,1508,,1351,,81,,48,34782,0.7215,13
141,UNIVERSITAS ANDALAS,SNBT,141005,11411005,KESEHATAN MASYARAKAT,S1,Tidak Ada,kesehatan,0,0,75,2023,70,1206,,1508,1351,80,,53,31579,0.7197,19
141,UNIVERSITAS ANDALAS,SNBT,141005,11411005,KESEHATAN MASYARAKAT,S1,Tidak Ada,kesehatan,0,0,75,2024,70,1493,,1206,1508,70,,56,38523,0.6946,15
141,UNIVERSITAS ANDALAS,SNBT,141005,11411005,KESEHATAN MASYARAKAT,S1,Tidak Ada,kesehatan,0,0,75,2025,71,1445,,1493,1206,70,,57,39985,0.7093,16
141,UNIVERSITAS ANDALAS,SNBT,141006,11411006,KEDOKTERAN GIGI,S1,Tidak Ada,kesehatan,0,0,30,2021,43,869,,,,,,48,32548,0.4534,21
141,UNIVERSITAS ANDALAS,SNBT,141006,11411006,KEDOKTERAN GIGI,S1,Tidak Ada,kesehatan,0,0,30,2022,40,1111,,869,,43,,48,34782,0.4581,19
141,UNIVERSITAS ANDALAS,SNBT,141006,11411006,KEDOKTERAN GIGI,S1,Tidak Ada,kesehatan,0,0,30,2023,35,920,,1111,869,40,,53,31579,0.4685,19
141,UNIVERSITAS ANDALAS,SNBT,141006,11411006,KEDOKTERAN GIGI,S1,Tidak Ada,kesehatan,0,0,30,2024,35,929,,920,1111,35,,56,38523,0.4758,23
141,UNIVERSITAS ANDALAS,SNBT,141006,11411006,KEDOKTERAN GIGI,S1,Tidak Ada,kesehatan,0,0,30,2025,35,1065,,929,920,35,,57,39985,0.4244,23
141,UNIVERSITAS ANDALAS,SNBT,141007,11411007,KIMIA,S1,Tidak Ada,sains,0,0,50,2021,48,253,,,,,,48,32548,0.8379,9
141,UNIVERSITAS ANDALAS,SNBT,141007,11411007,KIMIA,S1,Tidak Ada,sains,0,0,50,2022,49,256,,253,,48,,48,34782,0.793,10
141,UNIVERSITAS ANDALAS,SNBT,141007,11411007,KIMIA,S1,Tidak Ada,sains,0,0,50,2023,48,161,,256,253,49,,53,31579,0.8447,11
141,UNIVERSITAS ANDALAS,SNBT,141007,11411007,KIMIA,S1,Tidak Ada,sains,0,0,50,2024,52,191,,161,256,48,,56,38523,0.733,10
